Location,Distance from Junction,Size of House,Number of Rooms,Distance from Metro,Furnished,Parking,Water & Electricity,Rent
Electronic City,4699.153720335953,285,1,4845.735904791225,Not furnished,Yes,Yes,21740.0
Kengeri,5024.908768269321,228,3,1116.8194044316826,Furnished,Yes,Yes,14258.0
Electronic City,2007.709747566786,200,1,1101.9475229022735,Furnished,Yes,Yes,32387.0
Kengeri,3150.103723767316,413,5,2299.2862387272794,Furnished,No,Yes,14130.0
Electronic City,7914.097505069756,557,1,1636.2156450002424,Furnished,Yes,No,31079.0
K.R Puram,9157.882394541271,348,3,4919.9299432219705,Furnished,No,Yes,19712.0
Majestic,3597.9409354529944,447,4,382.4488662706599,Furnished,Yes,No,20033.0
Kengeri,3069.7228220901816,343,2,1532.1959546163878,Furnished,No,No,22145.0
Yelahanka,1951.9716457188251,283,5,1913.61080213648,Furnished,Yes,Yes,29501.0
Electronic City,6784.911686505812,487,5,2467.294968609702,Furnished,Yes,Yes,32757.0
Electronic City,3230.997016663373,200,3,82.03214363474376,Furnished,Yes,Yes,30482.0
Kengeri,9877.495390991886,200,4,411.8106590414028,Furnished,Yes,Yes,16518.0
Yelahanka,3256.8480206395325,200,4,1289.0482136490577,Furnished,No,Yes,26328.0
Yelahanka,3941.3604678262814,478,2,2770.010408427981,Not furnished,Yes,Yes,27985.0
K.R Puram,6033.3419621203475,363,4,3838.8578509673616,Furnished,Yes,No,16463.0
K.R Puram,8016.84293191305,406,3,3432.476744074746,Furnished,Yes,No,28302.0
K.R Puram,4695.186653456337,601,4,2835.124563613053,Furnished,Yes,Yes,27384.0
K.R Puram,4226.560337889583,200,3,1986.1641986382967,Furnished,Yes,Yes,17015.0
K.R Puram,9956.378335948082,530,5,4353.472511280769,Furnished,Yes,Yes,15941.0
K.R Puram,104.93641139944442,290,5,2298.862716291302,Furnished,No,Yes,22531.0
Majestic,8950.652888512459,267,5,1496.2640280446499,Furnished,No,Yes,34811.0
Yelahanka,1491.4082593973744,362,1,3146.6755742602863,Furnished,No,Yes,20550.0
K.R Puram,7859.252762089134,385,5,3460.5749829315446,Semi-furnished,Yes,Yes,20397.0
Yelahanka,6179.31559846298,318,3,1992.351224294277,Furnished,Yes,Yes,13993.0
Yelahanka,3418.4728549809206,441,2,140.71640522957284,Semi-furnished,Yes,Yes,12628.0
Silk Board,8738.749555210183,362,4,470.6575011835529,Semi-furnished,Yes,No,30552.0
Majestic,129.07227980991976,320,5,4227.994459468309,Furnished,Yes,No,22316.0
K.R Puram,2266.9065207492367,287,1,282.7396059265397,Not furnished,No,Yes,25417.0
Electronic City,5668.927962495361,385,1,2960.0983352106614,Furnished,Yes,Yes,27140.0
Kengeri,3515.42260049698,200,3,918.5469272469593,Not furnished,Yes,Yes,12904.0
Electronic City,6103.774953183276,200,2,1144.6314562208854,Furnished,No,No,19475.0
Majestic,241.10193408666825,294,5,1366.6697986809056,Furnished,No,Yes,32716.0
Kengeri,1164.5893048171251,431,5,191.4569309851022,Furnished,Yes,No,16101.0
Majestic,1270.9624021843924,671,1,886.1763707014619,Furnished,Yes,Yes,24321.0
Yelahanka,1892.8364591600944,326,3,3252.499922569702,Furnished,Yes,Yes,28891.0
Kengeri,4593.314408005428,200,1,2493.5856810400255,Not furnished,Yes,Yes,18859.0
Yelahanka,7521.286995435712,231,1,3986.645428694679,Not furnished,No,Yes,13250.0
Electronic City,9055.388379289012,448,2,306.21053275746766,Furnished,Yes,Yes,22685.0
Electronic City,8353.72530284246,204,3,4444.4914812581555,Furnished,No,Yes,33093.0
Kengeri,1968.8787177568356,200,2,4981.992659497364,Furnished,No,Yes,23535.0
Kengeri,4411.505522306324,448,3,78.69986124391492,Semi-furnished,No,Yes,11272.0
K.R Puram,1994.11597758535,419,5,4838.200327699666,Furnished,Yes,No,21897.0
Majestic,2644.7181666719075,200,4,1179.3135648551001,Semi-furnished,Yes,Yes,26828.0
K.R Puram,5035.469815118861,215,4,3462.7156910301846,Furnished,Yes,No,24395.0
Majestic,681.0902472352254,536,3,1462.4172155246313,Furnished,No,Yes,34960.0
K.R Puram,2181.743295932732,477,4,2609.064393737602,Furnished,No,Yes,31914.0
Yelahanka,9353.781613071173,200,1,2552.092549180829,Furnished,Yes,No,21263.0
Kengeri,4661.16292658489,200,5,1805.5273972453606,Furnished,Yes,Yes,22318.0
Electronic City,4453.865259778722,390,5,3587.7338414416686,Furnished,Yes,No,15132.0
Majestic,145.671547512789,305,4,2998.1824093165715,Furnished,Yes,Yes,27950.0
Majestic,2473.997470583458,377,3,2541.385019715878,Furnished,Yes,Yes,21832.0
Electronic City,8662.924359821813,445,1,4914.1965595912825,Furnished,Yes,Yes,17778.0
K.R Puram,1646.2842825866874,206,3,4700.046630936632,Furnished,Yes,No,31296.0
Majestic,4151.24939534721,285,4,4777.179228968307,Furnished,Yes,No,25044.0
Yelahanka,143.30905867001255,215,5,4406.61979901644,Furnished,Yes,Yes,27892.0
Kengeri,4783.354816705559,220,5,1275.7766937718989,Furnished,Yes,Yes,12377.0
Electronic City,210.21106726217153,434,3,1749.8801548909048,Furnished,Yes,Yes,20977.0
Kengeri,8196.095530657998,371,2,1155.2730977275394,Furnished,Yes,Yes,21331.0
Majestic,8248.537674871035,200,3,4930.884436114232,Not furnished,No,Yes,37094.0
Majestic,7877.421883023699,458,2,763.3093488174558,Furnished,No,Yes,27492.0
Electronic City,2833.640688911182,297,3,1832.558777794528,Semi-furnished,No,No,33034.0
Yelahanka,8372.372182218181,465,2,995.2221235967824,Not furnished,Yes,Yes,22763.0
Silk Board,5429.981326052693,200,2,1117.269060921266,Furnished,Yes,Yes,25753.0
Electronic City,3738.081088670024,211,2,1235.4394240160577,Furnished,No,Yes,31486.0
Silk Board,6253.29959704233,387,2,3198.3533777997704,Furnished,Yes,Yes,35480.0
K.R Puram,123.41046060374006,200,1,380.24685095763897,Furnished,Yes,Yes,29350.0
Silk Board,1429.6087760075216,308,2,2862.6493681189204,Furnished,Yes,Yes,36826.0
Yelahanka,7422.935381702628,200,2,4096.431181420516,Furnished,Yes,Yes,15763.0
K.R Puram,2441.61608716153,291,5,3832.618883022154,Furnished,No,Yes,23243.0
Silk Board,5980.0911732874965,345,1,755.8584914116273,Semi-furnished,No,Yes,33506.0
K.R Puram,3851.0260282302966,352,2,4573.658673894026,Furnished,No,No,24354.0
Silk Board,8548.057787992615,295,4,3850.4519070238703,Furnished,No,Yes,38193.0
Yelahanka,9524.153059966437,400,1,26.512554664230304,Furnished,Yes,No,17152.0
Silk Board,8835.647283701905,372,5,3686.8681676979304,Furnished,Yes,Yes,31750.0
Silk Board,2706.1999469359666,336,3,3687.108393109993,Furnished,Yes,Yes,24057.0
Silk Board,1941.6286904608226,256,5,2484.0804026999235,Furnished,Yes,Yes,28881.0
Electronic City,4744.34893620735,510,5,229.91208003186102,Furnished,Yes,Yes,30804.0
Electronic City,73.34150836180275,407,1,2899.5296914117475,Furnished,No,Yes,25356.0
Electronic City,258.09392863181733,200,1,3828.733800171546,Furnished,Yes,Yes,15130.0
Yelahanka,5532.906396230001,447,4,1354.370276605003,Furnished,Yes,Yes,12379.0
K.R Puram,5204.49404165286,481,4,3335.341091258937,Semi-furnished,Yes,Yes,25362.0
Majestic,9945.819890352599,337,1,1769.6309752219097,Furnished,Yes,No,23913.0
Silk Board,2018.418353637581,347,1,2869.274164511156,Furnished,Yes,Yes,37585.0
Silk Board,2581.0392916046844,200,1,1922.8287471581234,Furnished,No,No,26807.0
Yelahanka,1135.4064232628668,223,3,1518.8073300888955,Furnished,Yes,Yes,23751.0
Silk Board,9175.430096537448,476,5,4279.572377160222,Furnished,Yes,Yes,27100.0
Electronic City,7778.112444584507,232,4,3769.191295926883,Furnished,Yes,Yes,31453.0
Majestic,8223.391114568474,326,4,1727.2456698657452,Not furnished,No,Yes,22825.0
Kengeri,9027.637879645088,221,2,2173.158208076045,Furnished,Yes,Yes,19905.0
Silk Board,5248.999867258382,384,3,3458.51708937673,Furnished,No,Yes,35475.0
Electronic City,4511.931914507237,409,1,4055.393902952546,Furnished,No,Yes,33189.0
Kengeri,3303.914736656165,413,1,3421.706314123562,Furnished,Yes,Yes,16101.0
Majestic,5892.146143478555,200,3,2704.657903413192,Furnished,No,Yes,32673.0
Kengeri,4542.7839678982255,366,4,4771.929159656358,Furnished,No,Yes,11124.0
Electronic City,4515.655866055751,586,1,3870.718098707818,Furnished,Yes,No,15298.0
K.R Puram,9369.278637311389,462,2,577.9593019564433,Furnished,Yes,No,17084.0
K.R Puram,9840.315142791302,363,4,2790.695493960096,Furnished,No,No,29126.0
Kengeri,7964.843893295808,200,5,2047.7832069782576,Furnished,Yes,Yes,19731.0
Yelahanka,7567.5809024692835,312,3,3974.6781839539685,Furnished,No,Yes,16523.0
Kengeri,6805.581617791015,596,4,223.31516928715988,Furnished,Yes,Yes,15294.0
Silk Board,1660.7485233351372,547,5,2053.6178498121403,Furnished,No,Yes,35421.0
Silk Board,591.0582087565452,419,2,1591.3815767174294,Semi-furnished,Yes,No,25749.0
K.R Puram,6907.263151132631,242,3,705.9299228985916,Semi-furnished,Yes,No,31024.0
Yelahanka,7287.86222256576,357,1,1894.02057659786,Furnished,No,Yes,15307.0
Electronic City,469.72991098139795,466,1,3364.0013909223953,Furnished,Yes,Yes,18439.0
Silk Board,9280.517502288481,491,5,1808.3894251626314,Furnished,Yes,No,25403.0
K.R Puram,911.4063944467754,396,4,2900.032876761826,Not furnished,Yes,Yes,16303.0
Majestic,2859.005337712024,478,2,2964.0589796965455,Not furnished,Yes,Yes,24636.0
K.R Puram,6723.898127987045,341,5,2935.5556352901663,Furnished,Yes,Yes,25584.0
Silk Board,1698.7259440447633,334,2,2647.6594197210275,Furnished,Yes,Yes,29394.0
Silk Board,554.1588844224443,281,2,584.9411784119396,Furnished,Yes,Yes,26486.0
K.R Puram,3311.464891641498,413,2,1092.2796371766296,Furnished,Yes,No,19758.0
Electronic City,7659.715748551791,500,3,4000.335381254946,Not furnished,Yes,Yes,26051.0
Kengeri,4136.786789852604,456,5,2511.8274446135506,Furnished,Yes,Yes,12644.0
Silk Board,6529.729219079393,200,3,3530.381579181575,Furnished,Yes,Yes,37383.0
K.R Puram,5796.190972281366,200,4,2849.545401063808,Furnished,Yes,Yes,29097.0
K.R Puram,222.1848202558041,515,4,193.45127250119165,Furnished,Yes,Yes,26434.0
Yelahanka,9885.399870457066,376,1,3981.0688450895027,Furnished,Yes,Yes,17483.0
Kengeri,414.28088819387756,382,1,321.6209726452474,Furnished,Yes,Yes,16031.0
Majestic,9678.02737648485,378,1,4715.8702557928655,Furnished,Yes,Yes,26078.0
Electronic City,5498.641783643981,612,4,1076.8846085253792,Furnished,Yes,Yes,23948.0
Majestic,9631.590270650666,283,2,2562.0307173007477,Not furnished,Yes,Yes,17941.0
Kengeri,1147.5359941383545,517,2,317.94021232893266,Not furnished,No,Yes,22711.0
Kengeri,4904.085191855132,385,5,4474.661893329106,Furnished,Yes,Yes,18425.0
Kengeri,1695.0409186605864,200,4,4899.7012728240215,Furnished,Yes,Yes,16089.0
Majestic,509.7487702244241,226,1,731.4625136059494,Furnished,Yes,Yes,27749.0
Kengeri,6175.291150623116,258,4,1478.9327124675988,Furnished,No,Yes,10159.0
K.R Puram,2077.8342096169144,513,2,79.37210896923897,Semi-furnished,Yes,Yes,22365.0
Majestic,5876.97018287546,534,2,3934.8274598372823,Furnished,Yes,Yes,26198.0
Kengeri,1123.6448194898562,403,3,1557.321663407063,Semi-furnished,No,No,23863.0
K.R Puram,3319.8647143270277,271,3,2944.1873467091564,Furnished,Yes,Yes,31462.0
Yelahanka,7816.325580532472,213,5,196.09250640007292,Furnished,Yes,Yes,21056.0
Kengeri,4370.515218421877,520,4,3577.3013333737376,Furnished,Yes,No,11019.0
Majestic,6277.454148973364,200,3,2647.0198167836347,Semi-furnished,Yes,No,26770.0
Silk Board,6474.57940745546,334,3,3624.9012299941755,Furnished,Yes,Yes,31877.0
Kengeri,8437.550439872935,704,4,3947.8215657548194,Not furnished,Yes,Yes,14882.0
Silk Board,3249.227944066413,272,2,446.2143308941685,Furnished,Yes,Yes,32592.0
K.R Puram,6872.955625825176,200,5,2890.4606039661257,Furnished,No,Yes,22547.0
Yelahanka,9616.158070461657,200,5,3249.720169408109,Furnished,Yes,No,19467.0
Electronic City,7302.43334357868,710,5,2583.593769724975,Furnished,Yes,Yes,27090.0
Yelahanka,4898.704767177445,402,3,912.0469913256113,Furnished,Yes,Yes,19039.0
Kengeri,6307.174444919292,219,2,3977.986420288685,Furnished,No,Yes,13983.0
Silk Board,7396.828977631081,321,5,4987.291644197992,Furnished,No,Yes,32474.0
Silk Board,6122.757656938725,250,4,4846.351262142614,Furnished,Yes,Yes,32967.0
Majestic,166.75813489839152,200,5,3887.6478248861567,Furnished,Yes,No,31690.0
Silk Board,1947.7349768722586,468,1,2090.5386139321076,Furnished,Yes,Yes,23804.0
Majestic,8104.68217215466,355,2,1686.5024892001106,Furnished,Yes,Yes,21049.0
K.R Puram,2726.5064731248467,455,1,342.728995504159,Not furnished,Yes,Yes,18658.0
Electronic City,7315.621195611339,350,2,2081.431518758452,Furnished,No,Yes,19442.0
Kengeri,3721.202152416987,369,4,780.2429886589952,Furnished,Yes,Yes,14262.0
Majestic,5218.843281579431,200,3,1271.6735675301422,Furnished,No,Yes,36033.0
Electronic City,679.732998194037,486,3,4459.4338658867555,Furnished,Yes,Yes,23419.0
Silk Board,1812.2556104970954,200,2,4842.628157556095,Furnished,Yes,Yes,28239.0
Silk Board,9571.969635192345,225,5,4742.795002328802,Furnished,Yes,Yes,22310.0
Electronic City,8901.38053446914,270,1,966.7784292169546,Furnished,Yes,Yes,19291.0
Silk Board,6522.751108990502,200,4,4504.471041176615,Furnished,Yes,Yes,34410.0
K.R Puram,4596.445973857374,262,5,707.5265045013257,Furnished,Yes,No,23922.0
K.R Puram,6757.612928952238,252,3,2538.3010393807494,Furnished,Yes,Yes,17913.0
Electronic City,6186.10289093939,293,5,3218.3168363218674,Furnished,Yes,Yes,18440.0
Majestic,5685.522556046121,200,1,2312.334365502094,Furnished,Yes,Yes,36223.0
Majestic,591.7707186354182,489,3,4759.187177084043,Furnished,Yes,No,18660.0
Electronic City,6328.026106615069,409,2,1666.0636154580254,Not furnished,Yes,Yes,29483.0
Majestic,7689.200445711684,220,4,2636.888315490318,Furnished,Yes,Yes,29863.0
Majestic,9940.816546455755,262,4,377.24967739831806,Furnished,Yes,Yes,30316.0
K.R Puram,110.78552594309676,475,3,4261.122900390786,Not furnished,Yes,No,23404.0
Majestic,7301.734533106766,311,2,2066.8169797197233,Not furnished,Yes,No,31332.0
Yelahanka,5717.8931593598045,200,1,3502.6605779599868,Furnished,No,Yes,13129.0
Kengeri,4340.521760809567,337,4,3411.2281552470913,Semi-furnished,Yes,No,10991.0
Silk Board,1275.7017457137088,200,3,3381.314464171234,Furnished,Yes,Yes,34096.0
Yelahanka,4090.851486348762,243,4,2534.691393787205,Semi-furnished,Yes,Yes,17523.0
Majestic,3543.771829861353,342,2,1387.5939527392034,Furnished,Yes,Yes,30633.0
K.R Puram,3028.298889787422,508,1,3125.472792806932,Furnished,Yes,Yes,28214.0
Electronic City,7308.796233222077,653,2,4808.957519056091,Furnished,Yes,No,16669.0
Majestic,7007.255212842638,554,5,4169.746279731569,Not furnished,Yes,Yes,22309.0
K.R Puram,5890.200909809116,339,2,543.8411577688829,Furnished,No,Yes,19356.0
Kengeri,9386.648132933722,688,2,115.93700793275042,Furnished,Yes,Yes,13621.0
Majestic,3498.5438418085446,433,4,2494.8567843521737,Furnished,Yes,Yes,25244.0
Electronic City,2438.0193771017957,203,2,3879.1467585736805,Furnished,Yes,Yes,18349.0
K.R Puram,6559.033130983996,364,3,1569.5127658360364,Furnished,Yes,Yes,21061.0
K.R Puram,1988.1406093740295,251,4,3506.191389521138,Furnished,Yes,Yes,22562.0
K.R Puram,3150.1050718342462,200,4,4659.606321194045,Furnished,Yes,Yes,27330.0
Kengeri,2246.024400748848,200,5,2294.922534673344,Furnished,Yes,No,12910.0
Majestic,691.5356771850123,327,3,1220.7982811531092,Furnished,Yes,Yes,27449.0
Kengeri,8274.987416356735,463,2,4588.7893104012355,Furnished,Yes,Yes,24053.0
Silk Board,2545.4054292166115,510,5,2361.3198200185743,Not furnished,Yes,No,27313.0
Silk Board,4730.275033430207,200,3,2039.1965333755502,Furnished,Yes,Yes,35442.0
Majestic,433.1527325431195,304,5,1766.80785770462,Furnished,Yes,Yes,28576.0
Kengeri,6993.394662526431,422,1,2115.0847621940657,Furnished,Yes,Yes,13933.0
Electronic City,3305.610023062908,372,2,3368.2892709117914,Furnished,Yes,Yes,32110.0
K.R Puram,7447.367278292099,454,5,2168.59813610077,Furnished,Yes,Yes,28098.0
K.R Puram,4124.030604678661,284,1,1621.1194427961007,Furnished,No,No,19856.0
Majestic,1957.5560640562462,540,2,3718.1883277985976,Furnished,Yes,No,26151.0
Silk Board,5131.750822820359,349,5,1014.857135121981,Furnished,Yes,Yes,25660.0
Silk Board,1305.045596374398,463,5,1009.6686232044406,Furnished,Yes,Yes,35669.0
K.R Puram,4405.391598729948,292,5,3482.177682744784,Furnished,Yes,No,23864.0
Majestic,3173.054774204865,358,5,4333.532650947366,Not furnished,Yes,Yes,20358.0
Kengeri,9119.595841996332,200,4,1206.054197485647,Furnished,Yes,No,15929.0
Silk Board,609.2872172071994,224,5,955.6248748821478,Furnished,Yes,Yes,26275.0
Kengeri,6940.1741410574205,318,4,3351.5294064537616,Semi-furnished,Yes,No,15196.0
Silk Board,1827.511659874359,365,4,3104.012608865764,Furnished,No,No,26343.0
Silk Board,3190.4507433223985,752,1,2236.261732598061,Furnished,Yes,No,38101.0
Yelahanka,4155.14063062066,292,2,479.3031992416397,Furnished,Yes,Yes,18662.0
Silk Board,9080.150893749742,200,4,458.92715490936706,Furnished,Yes,Yes,28414.0
Electronic City,2425.7826607382517,605,3,3886.7089452217724,Furnished,Yes,Yes,21481.0
Majestic,913.0880254467022,511,4,2258.8455869784275,Furnished,Yes,Yes,25171.0
Majestic,3186.8960399052357,200,3,4289.835456207795,Furnished,No,Yes,19908.0
Kengeri,1046.7597053553334,419,1,2873.6682576943117,Furnished,Yes,No,14047.0
Silk Board,1285.9648596055251,475,3,3093.6907060881636,Furnished,Yes,Yes,29804.0
Electronic City,5738.505979750267,374,1,4670.972209542769,Furnished,Yes,Yes,18146.0
Kengeri,609.0193309949332,398,1,823.07947019719,Furnished,Yes,Yes,22080.0
Yelahanka,309.30881393566034,255,1,2715.1211464849794,Furnished,Yes,Yes,17093.0
Kengeri,7144.141014704977,425,3,290.69299983017385,Not furnished,Yes,Yes,17088.0
Kengeri,3616.470948410445,276,3,1794.6252394105954,Furnished,Yes,No,22968.0
Silk Board,1253.7534923387327,200,1,740.4924990060258,Furnished,Yes,Yes,31528.0
Yelahanka,2536.1277085970823,379,1,939.1798114228528,Furnished,No,Yes,12754.0
Kengeri,6420.86507352399,200,2,4673.97360030264,Semi-furnished,Yes,Yes,15494.0
Electronic City,2755.365671408512,502,1,3053.412641024404,Not furnished,Yes,Yes,19126.0
Electronic City,4945.211251204079,200,5,4460.790665949072,Not furnished,Yes,Yes,25652.0
Majestic,1216.9530672667229,200,2,2217.6009219537477,Furnished,Yes,Yes,29677.0
Yelahanka,5880.936376054469,200,2,2988.216733316917,Furnished,Yes,Yes,15856.0
Yelahanka,3160.7768384326405,343,2,160.4725609646318,Furnished,Yes,Yes,20817.0
Majestic,6269.684345287165,377,5,2347.5111613716704,Furnished,Yes,Yes,37518.0
Kengeri,8083.948823040229,200,2,2820.2833667189407,Furnished,Yes,Yes,21980.0
Yelahanka,6116.464193899924,200,2,83.88857132772488,Furnished,Yes,No,16822.0
Electronic City,2957.4756259502064,348,3,3947.4458841182013,Furnished,Yes,Yes,31027.0
Electronic City,2557.437015483004,495,3,1477.1149213830276,Not furnished,Yes,Yes,30977.0
Silk Board,3274.20958733448,200,1,2262.435374803851,Furnished,Yes,Yes,33288.0
Yelahanka,1646.2051323650485,406,1,2678.1514265241226,Furnished,Yes,Yes,14216.0
Kengeri,1811.7185085002009,200,4,4960.985765642167,Furnished,Yes,Yes,16580.0
Majestic,7906.911019001679,397,5,495.9207343709143,Furnished,Yes,Yes,19875.0
Majestic,3847.3257650744495,463,3,2776.39781112249,Furnished,Yes,Yes,20034.0
Kengeri,4359.9518057058585,428,1,2652.9707290013466,Furnished,No,Yes,24151.0
K.R Puram,5940.494655668112,499,5,344.5484780159108,Furnished,Yes,Yes,22335.0
Silk Board,5896.534951515477,489,2,3169.691800975623,Furnished,No,No,27111.0
Majestic,673.7687152192573,627,5,1434.272169469053,Furnished,Yes,Yes,26726.0
Yelahanka,8315.407863376657,366,3,518.8398308231035,Furnished,Yes,Yes,22877.0
Silk Board,1773.2655322393941,627,4,893.2096545922635,Semi-furnished,No,Yes,25370.0
Yelahanka,7230.716360496688,208,3,4118.016166076964,Semi-furnished,Yes,Yes,28168.0
Electronic City,7726.709881281666,319,1,520.6238121869694,Furnished,No,Yes,31459.0
Silk Board,7148.995340913137,332,1,2334.6369412016234,Furnished,Yes,No,25467.0
Majestic,5789.776465541452,200,5,976.3656058961062,Furnished,Yes,Yes,30770.0
Silk Board,146.0899710888286,200,3,811.5993104250601,Furnished,Yes,Yes,21375.0
Silk Board,3603.754923631707,480,1,1028.5587970853626,Semi-furnished,No,Yes,24897.0
Silk Board,6048.394293625812,210,2,2463.9146725981013,Furnished,No,No,26449.0
K.R Puram,3874.512959225387,289,2,1188.9421055578564,Furnished,Yes,Yes,26802.0
Silk Board,8634.798949128131,587,4,483.66475176280176,Furnished,Yes,No,34030.0
Yelahanka,3088.0227534961537,435,5,4007.004346235843,Furnished,No,Yes,26669.0
Electronic City,2935.347924586604,611,1,2699.1070158584284,Furnished,Yes,Yes,29863.0
Kengeri,2659.97693092658,368,4,784.268261842861,Furnished,Yes,Yes,18757.0
Silk Board,3327.808689607955,433,2,2357.1492431608503,Furnished,No,Yes,22822.0
Majestic,5574.0496431418715,313,4,341.8124993645494,Furnished,Yes,Yes,19442.0
